node,in_degree,out_degree,pagerank,betweenness,clustering
youssefhasneinn,3,0,3.0166902997741694e-05,0.0,0.0
nyabasadanvas,2,1,3.014403288541988e-05,0.0,0.0
taifa_leo,2,0,3.0097559761119292e-05,0.0,0.0
joymdivo,1,0,3.009493992748594e-05,0.0,0.0
mrshariif24,1,0,3.009493992748594e-05,0.0,0.0
heemmufc,1,0,3.009493992748594e-05,0.0,0.0
kfcinkenya,1,0,3.009493992748594e-05,0.0,0.0
_wisdombookz,1,0,3.009493992748594e-05,0.0,0.0
_vivianmueni,2,0,3.0086992196285767e-05,0.0,0.0
mwizikhafila,1,0,3.007157840916499e-05,0.0,0.0
becky29ke,1,1,3.007157840916499e-05,0.0,0.0
djeynie,2,0,3.0065942288518966e-05,0.0,0.0
mz33_babu,1,0,3.003903380119954e-05,0.0,0.0
wanjiru_wangare,1,0,3.003903380119954e-05,0.0,0.0
bulumacleo,1,0,3.003903380119954e-05,0.0,0.0
georgelule,1,0,3.003903380119954e-05,0.0,0.0
okayyyyylaura,1,0,3.003903380119954e-05,0.0,0.0
sir3_,1,0,3.003903380119954e-05,0.0,0.0
lethedonkeytalk,1,7,3.003903380119954e-05,0.0,0.0
anne_perpetual,1,1,3.003903380119954e-05,0.0,0.0
chrismavindu,1,6,3.003903380119954e-05,0.0,0.09523809523809523
dailypost_ke,1,0,3.003903380119954e-05,0.0,0.0
pmwanyosh,2,0,3.003903380119954e-05,0.0,0.0
sanchezr1cky,1,13,3.003903380119954e-05,0.0,0.045454545454545456
vvladimirstan,1,0,3.003903380119954e-05,0.0,0.0
norbervincent01,1,0,3.003903380119954e-05,0.0,0.0
njirainioff,1,17,3.003903380119954e-05,0.0,0.0392156862745098
tv47news,1,0,3.003903380119954e-05,0.0,0.0
ketreasury,1,0,3.003903380119954e-05,0.0,0.0
kiss100kenya,1,0,3.003903380119954e-05,0.0,0.0
shirusthrift,1,0,3.003903380119954e-05,0.0,0.0
muthonievaa,1,0,3.003903380119954e-05,0.0,0.0
satsiru_,1,0,3.003903380119954e-05,0.0,0.0
nlinkenya,1,0,3.003903380119954e-05,0.0,0.0
davidkiioko,1,0,3.003903380119954e-05,0.0,0.0
kenyagov,1,0,3.003903380119954e-05,0.0,0.0
clemoh_pr,1,0,3.003903380119954e-05,0.0,0.0
okwaro_,1,0,3.003903380119954e-05,0.0,0.0
igchero_ke,1,0,3.003903380119954e-05,0.0,0.0
msee_flanike,1,0,3.003903380119954e-05,0.0,0.0
forumcivesa,1,0,3.003903380119954e-05,0.0,0.0
rbryan275,1,0,3.003903380119954e-05,0.0,0.0
labaanshabaan,1,0,3.003903380119954e-05,0.0,0.0
r_wasike,1,0,3.003903380119954e-05,0.0,0.0
michellengele_,1,0,3.003903380119954e-05,0.0,0.0
humphreygoku,1,0,3.003903380119954e-05,0.0,0.0
sphany_gayle,1,6,3.003903380119954e-05,0.0,0.2
fpa_africa,1,0,3.003903380119954e-05,0.0,0.0
uraiatrust,1,0,3.003903380119954e-05,0.0,0.0
okoauchumi_ke,1,0,3.003903380119954e-05,0.0,0.0
ndi,1,0,3.003903380119954e-05,0.0,0.0
kdcwgke,1,0,3.003903380119954e-05,0.0,0.0
icjkenya,1,0,3.003903380119954e-05,0.0,0.0
oxfamke,1,0,3.003903380119954e-05,0.0,0.0
conomore,1,0,3.003903380119954e-05,0.0,0.0
caid_kenya,1,0,3.003903380119954e-05,0.0,0.0
germanyembassy,1,0,3.003903380119954e-05,0.0,0.0
tk_alex1,1,9,3.003903380119954e-05,0.0,0.07142857142857142
irlembkenya,1,0,3.003903380119954e-05,0.0,0.0
rodahaile1,1,0,3.003903380119954e-05,0.0,0.0
mumbocharles4,1,0,3.003903380119954e-05,0.0,0.0
aswanited,1,26,3.003903380119954e-05,0.0,0.014285714285714285
iamlydiashi,1,0,3.003903380119954e-05,0.0,0.0
john_wegesa,1,4,3.002675831093515e-05,0.0,0.3333333333333333
parliamentkenya,1,0,3.002675831093515e-05,0.0,0.0
billmwangi,1,0,3.000757803517612e-05,0.0,0.0
omikaili,1,11,3.000757803517612e-05,0.0,0.05555555555555555
teddygitau26,1,11,3.000757803517612e-05,0.0,0.0
ogutu_kevin9393,2,0,2.999018671977464e-05,0.0,0.0
snoopdogg,2,0,2.9989837003255923e-05,0.0,1.0
derho_254,2,0,2.998622842382833e-05,0.0,0.0
otienoian_,2,0,2.994212807235637e-05,0.0,0.0
jameswuoda,2,10,2.983852782360389e-05,0.0,0.16363636363636364
wayuakay,2,3,2.9836372347790815e-05,0.0,0.0
abbiegaell,1,0,2.9836017818468594e-05,0.0,0.0
marcus_scholar1,1,0,2.9826212128764074e-05,0.0,0.0
gathairu_miss,1,0,2.9826212128764074e-05,0.0,0.0
morwani_,1,0,2.9826212128764074e-05,0.0,0.0
davidlammy,1,0,2.9826212128764074e-05,0.0,0.0
antonioguterres,1,0,2.9826212128764074e-05,0.0,0.0
just_wanjiru,1,0,2.9826212128764074e-05,0.0,0.0
jrchebonn,1,0,2.9826212128764074e-05,0.0,0.0
odg_unon,1,0,2.9826212128764074e-05,0.0,0.0
cjamehk,1,0,2.9826212128764074e-05,0.0,0.0
sumiitomike,1,0,2.9826212128764074e-05,0.0,0.0
nyakabs,1,0,2.9826212128764074e-05,0.0,0.0
annymaina,1,5,2.9826212128764074e-05,0.0,0.0
jarviskariuki,1,2,2.9826212128764074e-05,0.0,0.0
k2grind,1,0,2.9826212128764074e-05,0.0,0.0
sizzoalex,1,12,2.9826212128764074e-05,0.0,0.0
mang0_trad3r,1,0,2.9826212128764074e-05,0.0,0.0
kagiajames2,1,1,2.9826212128764074e-05,0.0,1.0
thebrooder,1,2,2.9826212128764074e-05,0.0,0.3333333333333333
eduzmi,1,2,2.9826212128764074e-05,0.0,0.0
authenttick,1,0,2.9826212128764074e-05,0.0,0.0
oldskoooler,1,0,2.9826212128764074e-05,0.0,0.0
jeanmbugua,1,39,2.9826212128764074e-05,0.0,0.013445378151260505
dimajor_ke,1,12,2.9826212128764074e-05,0.0,0.0
jacobcaleb7,1,0,2.9826212128764074e-05,0.0,0.0
_wanjru,1,0,2.9826212128764074e-05,0.0,0.0
exceleunnah254,1,2,2.9826212128764074e-05,0.0,0.0
mukiteee,1,0,2.9826212128764074e-05,0.0,0.0
diplo_jazz,1,0,2.9826212128764074e-05,0.0,0.0
binamaseno,1,0,2.9826212128764074e-05,0.0,0.0
sheilalmaina,1,0,2.9826212128764074e-05,0.0,0.0
_nafulawafula,1,0,2.9826212128764074e-05,0.0,0.0
admiralmmi,1,0,2.9822659349920765e-05,0.0,0.0
blvkshifu,1,0,2.9822659349920765e-05,0.0,0.0
atreyu_atreyu,1,0,2.9822659349920765e-05,0.0,0.0
kajonee,1,0,2.9822659349920765e-05,0.0,0.0
liv_mukora,1,3,2.9822659349920765e-05,0.0,0.0
kanaiyakk,1,0,2.9822659349920765e-05,0.0,0.0
johnteka1,1,0,2.9822659349920765e-05,0.0,0.0
nyakuarramogi,1,0,2.9822659349920765e-05,0.0,0.0
protag05,1,0,2.9822659349920765e-05,0.0,0.0
reelwithnusrat,1,0,2.980022372490541e-05,0.0,0.0
nyagafatma,1,12,2.980022372490541e-05,0.0,0.06666666666666667
kenn_kamau,2,0,2.9752460235486612e-05,0.0,0.0
itsmalvin_,2,0,2.973368096683561e-05,0.0,0.0
benign_overlord,2,0,2.972689534829419e-05,0.0,0.0
sirglavan_,2,0,2.972536525783877e-05,0.0,0.0
murgormurgor,2,3,2.9719574403769752e-05,0.0,0.2
cricketwrites,1,0,2.9714770437799333e-05,0.0,0.0
plitonde,1,1,2.9714770437799333e-05,0.0,0.0
bd_africa,2,0,2.970557193654048e-05,0.0,0.0
western_wolf8,2,0,2.9663867328041145e-05,0.0,0.0
mainamunene_,1,0,2.9648860735067854e-05,0.0,0.0
edward_wanjama,1,0,2.9648860735067854e-05,0.0,0.0
disashitshow,1,0,2.9648860735067854e-05,0.0,0.0
mutugian_k,1,0,2.9648860735067854e-05,0.0,0.0
ndochaelly,1,9,2.9648860735067854e-05,0.0,0.044444444444444446
hotshotcreative,1,19,2.9648860735067854e-05,0.0,0.017543859649122806
sethmboya,1,0,2.9648860735067854e-05,0.0,0.0
gitau_michael,1,2,2.9648860735067854e-05,0.0,0.0
eotwe748,1,0,2.9648860735067854e-05,0.0,0.0
standardgrouplc,1,0,2.9648860735067854e-05,0.0,0.0
njiiru,1,0,2.9648860735067854e-05,0.0,0.0
comedianmwirigi,1,0,2.9648860735067854e-05,0.0,0.0
munyiri_karobia,1,0,2.9648860735067854e-05,0.0,0.0
keifrel,1,5,2.9648860735067854e-05,0.0,0.0
koske_felix,1,0,2.9648860735067854e-05,0.0,0.0
benjahmusyox,1,0,2.9648860735067854e-05,0.0,0.0
ndunguwainaina,1,0,2.9648860735067854e-05,0.0,0.0
lydzayar,1,0,2.9648860735067854e-05,0.0,0.0
talc_m,1,0,2.9648860735067854e-05,0.0,0.0
byronthaddeus,1,0,2.9648860735067854e-05,0.0,0.0
kenyancck,1,0,2.9643436712231686e-05,0.0,0.0
kasamba77,1,0,2.9616070433791072e-05,0.0,0.0
kiplagatsergon,1,0,2.9616070433791072e-05,0.0,0.0
justrosalyn,2,0,2.9579186973258622e-05,0.0,0.0
tusk8rman,1,0,2.956122825126823e-05,0.0,0.0
kkamash,2,1,2.9510553118342063e-05,0.0,0.0
waikwawanyoike,2,0,2.9505414754872377e-05,0.0,0.0
elonmaski254,1,0,2.9498794171171047e-05,0.0,0.0
missnerima,1,6,2.9498794171171047e-05,0.0,0.047619047619047616
kanuparty_ke,1,0,2.9498794171171047e-05,0.0,0.0
_papikhaveli,1,0,2.9498794171171047e-05,0.0,0.0
ambani_ambani,1,0,2.9498794171171047e-05,0.0,0.0
jmic577,1,0,2.9498794171171047e-05,0.0,0.0
doublexl_love,1,0,2.9498794171171047e-05,0.0,0.0
qalvins,1,0,2.9498794171171047e-05,0.0,0.0
thomaschacha254,1,0,2.9498794171171047e-05,0.0,0.0
baadke134831,1,0,2.9498794171171047e-05,0.0,0.0
ngafocus,1,0,2.9498794171171047e-05,0.0,0.0
datanomadke,1,0,2.9498794171171047e-05,0.0,0.0
danielsolitei,1,0,2.9498794171171047e-05,0.0,0.0
bqmbulu,1,0,2.9498794171171047e-05,0.0,0.0
fidelwenu,1,0,2.9498794171171047e-05,0.0,0.0
theplatformdr,1,0,2.9498794171171047e-05,0.0,0.0
aagather,1,0,2.9498794171171047e-05,0.0,0.0
ealawsociety,1,0,2.9498794171171047e-05,0.0,0.0
andyandy,1,0,2.9498794171171047e-05,0.0,0.0
eaclj,1,0,2.9498794171171047e-05,0.0,0.0
omae9216,1,0,2.9498794171171047e-05,0.0,0.0
rube_mfalme,1,0,2.9498794171171047e-05,0.0,0.0
loger24378,1,0,2.9498794171171047e-05,0.0,0.0
mrspkrsir,1,0,2.9498794171171047e-05,0.0,0.0
michelleokinyi,1,3,2.9498794171171047e-05,0.0,0.0
brian8096569836,1,0,2.9498794171171047e-05,0.0,0.0
cwassiyath,1,0,2.9498794171171047e-05,0.0,0.0
notluvzz,2,0,2.948068268932143e-05,0.0,0.0
didozzke,1,14,2.9480198557763563e-05,0.0,0.038461538461538464
jimmiemuriuki,2,0,2.9471011862006423e-05,0.0,0.0
cynthianduta,1,2,2.946408004368481e-05,0.0,0.0
karanjamatindi,2,0,2.945377420200201e-05,0.0,0.0
kcbgroup,1,0,2.9430553926987667e-05,0.0,0.0
tugengirl,1,0,2.9430553926987667e-05,0.0,0.0
lunakin77330100,1,0,2.9430553926987667e-05,0.0,0.0
westham_central,1,0,2.938310602479309e-05,0.0,0.0
sports,1,0,2.938310602479309e-05,0.0,0.0
x,1,0,2.938310602479309e-05,0.0,0.0
cpfc_geo,1,0,2.938310602479309e-05,0.0,0.0
mosalah,1,0,2.938310602479309e-05,0.0,0.0
dci_kenya⁩,2,0,2.9371719743322783e-05,0.0,0.0
isabellakituri,1,0,2.9370165687830933e-05,0.0,0.0
emmanueljudas1,1,0,2.9370165687830933e-05,0.0,0.0
thetimwork,1,0,2.9370165687830933e-05,0.0,0.0
b3laze,1,6,2.9370165687830933e-05,0.0,0.0
sadiq_ke,1,18,2.9370165687830933e-05,0.0,0.03636363636363636
stoicsir_001,1,1,2.9370165687830933e-05,0.0,0.0
mkenyamwekundu,1,0,2.9370165687830933e-05,0.0,0.0
muniu_muniu,1,4,2.9370165687830933e-05,0.0,0.0
uncledivo,1,0,2.9370165687830933e-05,0.0,0.0
bountyedu,1,5,2.9370165687830933e-05,6.662859318484676e-07,0.13333333333333333
njuekevin,1,0,2.9370165687830933e-05,0.0,0.0
cartoonnetwork,1,0,2.9370165687830933e-05,0.0,0.0
dowejone,1,0,2.9370165687830933e-05,0.0,0.0
chrispianoishim,1,0,2.9370165687830933e-05,0.0,0.0
mwikaliik,1,0,2.9370165687830933e-05,0.0,0.0
glennetix,1,0,2.9370165687830933e-05,0.0,0.0
ngeckenya,1,0,2.9370165687830933e-05,0.0,0.0
oag_kenya,1,0,2.9370165687830933e-05,0.0,0.0
kijaniman,1,0,2.9370165687830933e-05,0.0,0.0
vocalafrica,1,0,2.9370165687830933e-05,0.0,0.0
kenyamissionun,1,0,2.9370165687830933e-05,0.0,0.0
amb_isaacnjenga,1,0,2.9370165687830933e-05,0.0,0.0
prisonske,1,0,2.9370165687830933e-05,0.0,0.0
ckwangari,2,0,2.9350493096261266e-05,0.0,0.0
thepontiffff,2,0,2.9323716513291445e-05,0.0,0.0
imog33,2,0,2.9323716513291445e-05,0.0,0.0
gathara,1,0,2.9312561902392643e-05,0.0,0.0
kimaani,1,0,2.9312561902392643e-05,0.0,0.0
jkobuthi,1,2,2.9312561902392643e-05,0.0,0.0
kenyan025,2,0,2.930780036257512e-05,0.0,0.0
kuja_polepole,1,0,2.928609365459128e-05,0.0,0.0
africansaucerer,1,10,2.925868766893616e-05,0.0,0.08333333333333333
kendykiogora,1,5,2.925868766893616e-05,0.0,0.13333333333333333
cirusmith,1,0,2.925868766893616e-05,0.0,0.0
dthaara,1,5,2.925868766893616e-05,0.0,0.06666666666666667
kahuna254,1,2,2.925868766893616e-05,0.0,0.0
thomas_zalendo,1,0,2.925868766893616e-05,0.0,0.0
dennis_nyoro,1,8,2.925868766893616e-05,0.0,0.08333333333333333
andycruzz254,1,4,2.925868766893616e-05,0.0,0.0
samuelh89112,1,0,2.925868766893616e-05,0.0,0.0
denismaosa,1,0,2.925868766893616e-05,0.0,0.0
nyanjewanyanje,1,0,2.925868766893616e-05,0.0,0.0
awakenkenya,1,0,2.925868766893616e-05,0.0,0.0
mwitu01,1,0,2.925868766893616e-05,0.0,0.0
ellathestar,1,0,2.924472821065483e-05,0.0,0.0
ggwaghetto,1,16,2.924472821065483e-05,0.0,0.02197802197802198
uonbi,3,0,2.9233782400206163e-05,0.0,0.0
iriran_military,1,0,2.92315973480861e-05,0.0,0.0
iranobserver0,1,0,2.92315973480861e-05,0.0,0.0
jay_daktari,1,4,2.9211654531697032e-05,0.0,0.0
kyalhoe,2,0,2.9209916035669706e-05,0.0,0.0
muthee_raymond,2,0,2.920495972164213e-05,0.0,0.0
wakenyaforkenya's,2,0,2.917628021319843e-05,0.0,0.0
kabogo_henry,2,9,2.9166793626333716e-05,0.0,0.09090909090909091
finlandinkenya,1,0,2.9161144402403244e-05,0.0,0.0
swissembassyke,1,0,2.9161144402403244e-05,0.0,0.0
kim42165021,1,0,2.9161144402403244e-05,0.0,0.0
moses_shitandi,1,0,2.9161144402403244e-05,0.0,0.0
ccommissionke,1,0,2.9161144402403244e-05,0.0,0.0
_kanzu,1,0,2.9161144402403244e-05,0.0,0.0
mediaownerske,1,0,2.9161144402403244e-05,0.0,0.0
nationbreaking,1,0,2.9161144402403244e-05,0.0,0.0
jalangomwenyewe,1,0,2.9161144402403244e-05,0.0,0.0
kenyaeditors,1,0,2.9161144402403244e-05,0.0,0.0
aushckenya,1,0,2.9161144402403244e-05,0.0,0.0
nairobi_leo,1,1,2.9161144402403244e-05,0.0,0.0
_mujay,1,0,2.9161144402403244e-05,0.0,0.0
wahomethuku,1,0,2.9161144402403244e-05,0.0,0.0
elija_incognito,1,5,2.9161144402403244e-05,0.0,0.0
jnrtok,1,0,2.9161144402403244e-05,0.0,0.0
sandrawambui,1,0,2.9161144402403244e-05,0.0,0.0
wuodvasha,1,0,2.9161144402403244e-05,0.0,0.0
koilegek,1,0,2.9161144402403244e-05,0.0,0.0
hinga___,1,0,2.9161144402403244e-05,0.0,0.0
mmghenyi_,1,1,2.9161144402403244e-05,0.0,0.0
mkenyhalisi254,1,0,2.9161144402403244e-05,0.0,0.0
africanlion_254,1,0,2.9161144402403244e-05,0.0,0.0
dj_skold,1,0,2.9161144402403244e-05,0.0,0.0
ababunamwamba,1,0,2.9161144402403244e-05,0.0,0.0
sergemike1,1,0,2.9161144402403244e-05,0.0,0.0
royal_spotlight,1,0,2.9161144402403244e-05,0.0,0.0
sikukunamunyu,1,1,2.9161144402403244e-05,0.0,0.0
dvdsignal,1,0,2.9161144402403244e-05,0.0,0.0
gaddafffii,1,0,2.9161144402403244e-05,0.0,0.0
molasboy,2,7,2.9141709785731598e-05,0.0,0.1111111111111111
benogola,2,0,2.9136031637306687e-05,0.0,0.0
osoipatrick,3,0,2.913388075647789e-05,0.0,0.0
cosmochoy,2,0,2.912659094859694e-05,0.0,0.0
honwangari,1,0,2.9124144456146183e-05,0.0,0.0
olentutuk,1,0,2.9124144456146183e-05,0.0,0.0
hon_faithmwaura,1,0,2.9124144456146183e-05,0.0,0.0
honkabogo,1,0,2.9124144456146183e-05,0.0,0.0
_012_012,1,0,2.9079089943724015e-05,0.0,0.0
tf_idkyouman,1,2,2.907507681428596e-05,0.0,0.0
writerbaytutors,1,0,2.907507681428596e-05,0.0,0.0
djgrauchi,1,0,2.907507681428596e-05,0.0,0.0
__qlintdwayne,1,0,2.907507681428596e-05,0.0,0.0
sir_tonny1esq,1,1,2.907507681428596e-05,0.0,0.0
rev_ancheras,1,6,2.907507681428596e-05,0.0,0.047619047619047616
fantoo974,1,0,2.907507681428596e-05,0.0,0.0
allansimba4,1,0,2.907507681428596e-05,0.0,0.0
abracodeabra,1,0,2.907507681428596e-05,0.0,0.0
mugamb_ii,1,0,2.907507681428596e-05,0.0,0.0
sliceoflolo,1,0,2.907507681428596e-05,0.0,0.0
jumasteve,1,0,2.907507681428596e-05,0.0,0.0
caradvicekenya,1,1,2.907507681428596e-05,0.0,0.0
rotchellmiller,1,0,2.907507681428596e-05,0.0,0.0
thee_hwaitii,1,0,2.907507681428596e-05,0.0,0.0
twisted_weche,1,0,2.907507681428596e-05,0.0,0.0
cesckivon,1,0,2.907507681428596e-05,0.0,0.0
ibrah_santi,1,0,2.907507681428596e-05,0.0,0.0
wamweaaa,1,0,2.907507681428596e-05,0.0,0.0
ali_t_01,1,0,2.907507681428596e-05,0.0,0.0
tuto_eric,1,0,2.907507681428596e-05,0.0,0.0
maina_poultry,1,0,2.907507681428596e-05,0.0,0.0
sam_kathae,2,8,2.907507681428596e-05,0.0,0.07142857142857142
brandymuthusi,1,0,2.907507681428596e-05,0.0,0.0
kinuthia_gk,2,37,2.902548206535997e-05,0.0,0.050724637681159424
tweethelperbot,1,0,2.9019114070950983e-05,0.0,0.0
luswetistephano,1,2,2.8998572291515043e-05,0.0,0.0
tunnelwar,1,0,2.8998572291515043e-05,0.0,0.0
njocha_,1,2,2.8998572291515043e-05,0.0,0.3333333333333333
dwnkenyan,1,0,2.8998572291515043e-05,0.0,0.0
ben_lihanda,1,0,2.8998572291515043e-05,0.0,0.0
nuskaren,1,0,2.8998572291515043e-05,0.0,0.0
djfita1,1,0,2.8998572291515043e-05,0.0,0.0
wangechichomba,1,0,2.8998572291515043e-05,0.0,0.0
denisgitari12,1,3,2.8998572291515043e-05,0.0,0.0
moroccoinken,1,0,2.8998572291515043e-05,0.0,0.0
dougnation_,1,0,2.8998572291515043e-05,0.0,0.0
moyasa_ke,1,0,2.8998572291515043e-05,0.0,0.0
isindu,1,0,2.8998572291515043e-05,0.0,0.0
nys_ke,1,0,2.8998572291515043e-05,0.0,0.0
mcastoh,1,16,2.8998572291515043e-05,0.0,0.047619047619047616
husseinmoha,1,0,2.8998572291515043e-05,0.0,0.0
lotansalapei,1,0,2.8998572291515043e-05,0.0,0.0
kusienyakelvin,1,1,2.8998572291515043e-05,0.0,0.0
eloikwete,1,0,2.8990034234223324e-05,0.0,0.0
jwtztaarifa,1,0,2.8990034234223324e-05,0.0,0.0
rulelikepatrick,1,0,2.8990034234223324e-05,0.0,0.0
le_skinnylegend,1,0,2.8990034234223324e-05,0.0,0.0
24darfur,1,0,2.8990034234223324e-05,0.0,0.0
romiboke,1,0,2.8990034234223324e-05,0.0,0.0
ibn_mimano,1,19,2.8988885329680322e-05,0.0,0.025
abelexit,1,0,2.8988885329680322e-05,0.0,0.0
jazielnjiriri,3,57,2.8988885329680322e-05,0.0,0.01757631822386679
crazy_custodian,1,0,2.8988885329680322e-05,0.0,0.0
imbabycatfish,1,15,2.8976774271167643e-05,0.0,0.03333333333333333
boitjep,1,0,2.8976774271167643e-05,0.0,0.0
mwangi_kabiru,2,8,2.897345770335024e-05,0.0,0.24444444444444444
adengjavan,1,0,2.89659725185074e-05,0.0,0.0
jojooo1312,2,0,2.8962679430039057e-05,0.0,0.0
moreperfectus,1,0,2.893012087640422e-05,0.0,0.0
phil_lewis_,1,0,2.893012087640422e-05,0.0,0.0
cjneema,1,0,2.893012087640422e-05,0.0,0.0
socialistmma,1,0,2.893012087640422e-05,0.0,0.0
keshy_mashaa,1,0,2.893012087640422e-05,0.0,0.0
finch_sir,1,0,2.893012087640422e-05,0.0,0.0
thotful_ele,1,0,2.893012087640422e-05,0.0,0.0
ben_kitili,1,0,2.893012087640422e-05,0.0,0.0
fredd_matiangi,1,0,2.893012087640422e-05,0.0,0.0
kadex___,1,0,2.893012087640422e-05,0.0,0.0
kijanawakca,1,0,2.893012087640422e-05,0.0,0.0
maxblumenthal,1,0,2.893012087640422e-05,0.0,0.0
kaptenmwendwa,1,5,2.893012087640422e-05,0.0,0.06666666666666667
mutahingunyi,1,0,2.893012087640422e-05,0.0,0.0
kuigathima,1,0,2.893012087640422e-05,0.0,0.0
democracynow,1,0,2.893012087640422e-05,0.0,0.0
briebriejoy,1,0,2.893012087640422e-05,0.0,0.0
scar_poetry,1,0,2.8913861208617508e-05,0.0,0.0
iebc,1,0,2.8892276866984797e-05,0.0,0.0
manotijimmy1,1,0,2.8892276866984797e-05,0.0,0.0
sammyog453540,1,0,2.8868514602804476e-05,0.0,0.0
maymurugi,1,0,2.8868514602804476e-05,0.0,0.0
ibkoech,1,0,2.8868514602804476e-05,0.0,0.0
jack,1,0,2.8868514602804476e-05,0.0,0.0
calpha_decapro,1,0,2.8868514602804476e-05,0.0,0.0
winekenobi_,1,1,2.8868514602804476e-05,0.0,0.0
faith_imani1,1,0,2.8868514602804476e-05,0.0,0.0
bonareriiii,1,0,2.8868514602804476e-05,0.0,0.0
snoopykenya,2,0,2.885578179952227e-05,0.0,0.0
yoaketenshi,1,0,2.8818529566577717e-05,0.0,0.0
_waigera,1,0,2.8818529566577717e-05,0.0,0.0
nigerutluna,1,0,2.8818529566577717e-05,0.0,0.0
storytellershee,1,1,2.8818529566577717e-05,0.0,0.0
__1964__,1,1,2.88165156759505e-05,0.0,1.0
cedric_snr,1,2,2.881277559335709e-05,0.0,0.3333333333333333
tearfulsiner,1,0,2.881277559335709e-05,0.0,0.0
eusepeternyaga,1,0,2.881277559335709e-05,0.0,0.0
stevenjue_,1,0,2.881277559335709e-05,0.0,0.0
sabinachege,1,0,2.881277559335709e-05,0.0,0.0
mmuiruri,2,0,2.8807416073217923e-05,0.0,0.0
milliegeza,2,0,2.8797292535177264e-05,0.0,0.0
stivohstin,1,1,2.8762103766586747e-05,0.0,0.0
sakajajohnson's,1,0,2.8762103766586747e-05,0.0,0.0
waynecollins254,1,2,2.8762103766586747e-05,0.0,0.0
eu_commission,1,0,2.8762103766586747e-05,0.0,0.0
eu_echo,1,0,2.8762103766586747e-05,0.0,0.0
joebiden,1,0,2.8762103766586747e-05,0.0,0.0
vp,1,0,2.8762103766586747e-05,0.0,0.0
lasterbosire,1,0,2.8762103766586747e-05,0.0,0.0
pi_africahub,1,1,2.8762103766586747e-05,0.0,0.0
defprotection,1,0,2.8762103766586747e-05,0.0,0.0
kodwa_,1,0,2.8762103766586747e-05,0.0,0.0
raiyamkenya,1,0,2.8762103766586747e-05,0.0,0.0
starboyke_,1,0,2.8762103766586747e-05,0.0,0.0
ghostofcullen,2,9,2.8756367590146758e-05,0.0,0.07272727272727272
cryptonait,1,19,2.874608010875955e-05,0.0,0.05263157894736842
ivy__njoroge,1,0,2.874608010875955e-05,0.0,0.0
amanpour,1,0,2.873847356832167e-05,0.0,0.0
_mimombugua_,1,2,2.8722989652927452e-05,0.0,0.0
harietmuganda16,1,0,2.8722989652927452e-05,0.0,0.0
nivrlac,1,1,2.8722989652927452e-05,0.0,0.0
omondinyangla,1,0,2.8722989652927452e-05,0.0,0.0
totoyusuf194369,1,0,2.8722989652927452e-05,0.0,0.0
calwizy_,1,0,2.8722989652927452e-05,0.0,0.0
paddyonyango,1,6,2.8722989652927452e-05,0.0,0.06666666666666667
mr_baronke,1,0,2.871583818562251e-05,0.0,0.0
thriving_luos,1,0,2.871583818562251e-05,0.0,0.0
jamesja26734126,1,0,2.871583818562251e-05,0.0,0.0
ledamasir,1,0,2.871583818562251e-05,0.0,0.0
g_natembeya026,1,0,2.871583818562251e-05,0.0,0.0
valerie_ykn,1,24,2.870991078640923e-05,0.0,0.011857707509881422
keit_mangope,1,0,2.870991078640923e-05,0.0,0.0
aljazeera,2,0,2.867584849818858e-05,0.0,0.0
_gasherry,1,0,2.8673428069738634e-05,0.0,0.0
atheists_ke,1,0,2.8673428069738634e-05,0.0,0.0
davywawerumusic,1,0,2.8673428069738634e-05,0.0,0.0
blakmann_,1,0,2.8673428069738634e-05,0.0,0.0
reall_noah,1,0,2.8673428069738634e-05,0.0,0.0
mwangiismuthui,1,0,2.8673428069738634e-05,0.0,0.0
b_wtb,1,0,2.8673428069738634e-05,0.0,0.0
valnjeru2,1,5,2.8673428069738634e-05,0.0,0.06666666666666667
lavanimila,1,0,2.8673428069738634e-05,0.0,0.0
manu_mbuguah,1,0,2.8673428069738634e-05,0.0,0.0
min_zari13,1,1,2.8673428069738634e-05,0.0,0.0
wanjala,1,14,2.8673428069738634e-05,0.0,0.01098901098901099
wycliffnderitu,1,3,2.8673428069738634e-05,0.0,0.0
mpashonews,1,0,2.8660532187504887e-05,0.0,0.0
rosiewangui,1,0,2.8660532187504887e-05,0.0,0.0
dormansspeaks,2,0,2.8657945011558807e-05,0.0,0.0
kenyabankers,2,0,2.8657892750895948e-05,0.0,0.0
kam_kenya,2,0,2.8657892750895948e-05,0.0,0.0
kenya_chamber,2,0,2.8657892750895948e-05,0.0,0.0
pg13_wamara,1,0,2.8650477798979694e-05,0.0,0.0
orscrz,1,0,2.8650477798979694e-05,0.0,0.0
mawecollins,1,1,2.8650477798979694e-05,0.0,0.0
breezrill,1,0,2.86409287404549e-05,0.0,0.0
figomastic,1,1,2.86409287404549e-05,0.0,0.0
17lucaz,1,15,2.86409287404549e-05,0.0,0.009523809523809525
president_arm,1,0,2.86409287404549e-05,0.0,0.0
tuko_co_ke,1,0,2.8634410763125463e-05,0.0,0.0
kimuzi,1,0,2.8634410763125463e-05,0.0,0.0
ntvnewsroom,1,0,2.8634410763125463e-05,0.0,0.0
klem254,1,8,2.8634410763125463e-05,0.0,0.0
danteagueroo,1,0,2.8634410763125463e-05,0.0,0.0
