node,in_degree,out_degree,pagerank,betweenness,clustering
http://twitter.com/sholard_mancity/statuses/1942625987256279064,51,0,0.0001942442639650274,0.0,0.0
okiyaomtatah,54,0,0.0001927445503921923,0.0,0.0
http://twitter.com/manlikesaiya/statuses/1934948154337571156,50,0,0.0001920920448008497,0.0,0.0016326530612244899
http://twitter.com/jahmu__/statuses/1937589497618735480,44,0,0.00019152469963675293,0.0,0.0
http://twitter.com/c_nyakundih/statuses/1940469769049604172,73,0,0.00019128314763466948,0.0,0.0
http://twitter.com/mishbosslady__/statuses/1938862866385510433,63,0,0.00019045012251797138,0.0,0.0
iamwanjiru_,76,15,0.00019019599677624576,0.0,0.02216142270861833
http://twitter.com/wnyakera/statuses/1934959361442324787,67,0,0.00018918256982967716,0.0,0.0
http://twitter.com/brianmbunde/statuses/1945112095797702698,49,0,0.00018858531147272878,0.0,0.0
http://twitter.com/kianangih/statuses/1937564261477417053,55,0,0.00018846409408477855,0.0,0.0
52,2,0,0.00018823667999004124,0.0,0.0
http://twitter.com/50boyziick/statuses/1945831925714743613,47,0,0.00018727266238181638,0.0,0.0009250693802035153
http://twitter.com/nyandia_g/statuses/1937743454358089839,37,0,0.00018610182226630318,0.0,0.0
http://twitter.com/itskipronoh/statuses/1938487463095447976,56,0,0.00018507289396275627,0.0,0.0
http://twitter.com/kenyans/statuses/1934969347794968928,13,0,0.00018485063967666146,0.0,0.0
http://twitter.com/mtunecessary/statuses/1937421033860137002,47,0,0.00018437954557207556,0.0,0.0009250693802035153
http://twitter.com/princejeff001tv/statuses/1935403807371923651,53,0,0.00018413955954499288,0.0,0.0
njokitheyapper,46,0,0.00018257823959084453,0.0,0.0
nicr1zzyyy,58,0,0.0001814680591447854,0.0,0.0006049606775559589
http://twitter.com/mutumaonkanata/statuses/1943745712484741578,40,0,0.00018142706173675247,0.0,0.0
175,2,0,0.00018132327762958786,0.0,0.0
http://twitter.com/mama_hawi/statuses/1937818958557749731,54,0,0.00018124532553947959,0.0,0.002795248078266946
okayojoshua,71,3,0.00018077417116356244,3.758967507528958e-06,0.03873239436619718
http://twitter.com/moneyacademyke/statuses/1935691454522728449,49,0,0.00017989756352390046,0.0,0.0
http://twitter.com/mckennamk/statuses/1937336678877642960,54,0,0.00017961351061111813,0.0,0.0
ashleik_,69,0,0.0001793952327364678,0.0,0.0
http://twitter.com/honkioni/statuses/1934975080871731219,60,0,0.0001781499954856896,0.0,0.0
treasonousbabe,82,0,0.00017797093345635947,0.0,0.0009493670886075949
mwagiadv,69,14,0.00017779327528695088,3.7523534884541274e-05,0.029970029970029972
wenawen0,66,15,0.0001769279014658532,0.0001841673611386695,0.024265208475734792
13,10,0,0.00017677087170658807,0.0,0.0
http://twitter.com/wa_anyamah/statuses/1937764605389947279,49,0,0.00017673003764038627,0.0,0.0
wa_anyamah,49,2,0.00017673003764038627,0.0,0.0
http://twitter.com/mtunecessary/statuses/1942135116811170294,36,0,0.0001761905469998646,0.0,0.0
http://twitter.com/colonel_edu/statuses/1937881393280827883,47,0,0.00017596679506110037,0.0,0.0
jimmykings8,68,0,0.00017408985475439112,0.0,0.0
badmantriller,64,0,0.00017396432211822457,0.0,0.000992063492063492
naimatapeigitau,58,9,0.00017391839502076643,0.0,0.027505827505827505
http://twitter.com/aokootieno_/statuses/1938243734006861902,68,0,0.0001736792981164245,0.0,0.0
estherkazungu,91,0,0.00017336419126380838,0.0,0.0
http://twitter.com/naimatapeigitau/statuses/1937830356532527595,57,0,0.00017327792561746243,0.0,0.0
http://twitter.com/jopangaa/statuses/1937776680036114650,46,0,0.0001728948629753272,0.0,0.0
http://twitter.com/kayyyhope/statuses/1938006391299645804,56,0,0.0001723976169243715,0.0,0.0
http://twitter.com/honeyfarsafi/statuses/1807106036186427838,60,0,0.0001719343769094807,0.0,0.0
156,1,0,0.00017192624141715575,0.0,0.0
bitarts13,56,1,0.00017126782441314074,0.0,0.03508771929824561
http://twitter.com/datawizz_/statuses/1941911490186920065,46,0,0.00017100471709172662,0.0,0.000966183574879227
189,1,0,0.00017066142841612323,0.0,0.0
kipngetichmanu3,55,0,0.00017058170843912624,0.0,0.0
anuarsaddat,70,0,0.00017023914492348774,0.0,0.0
http://twitter.com/ngartia/statuses/1937838525270970782,38,0,0.00017016558731575344,0.0,0.0
http://twitter.com/lynn_ngugi1/statuses/1935739123504914740,67,0,0.00016986972119920266,0.0,0.0
http://twitter.com/jmuragengunjiri/statuses/1938086699772383698,38,0,0.00016935434923325292,0.0,0.0
okiogaterry,54,0,0.00016917054008713,0.0,0.0006988120195667365
http://twitter.com/cm_ruler/statuses/1937737059835261340,39,0,0.00016907191872265914,0.0,0.0
http://twitter.com/bonifacemwangi/statuses/1938537841568464950,58,0,0.00016876685420541134,0.0,0.0
58,4,0,0.00016760573939265702,0.0,0.0
brianmutuma_,75,0,0.0001670300729966951,0.0,0.0007404664938911515
http://twitter.com/hkuriah/statuses/1937806634350186541,40,0,0.0001662607917639441,0.0,0.0
http://twitter.com/thenairobitimez/statuses/1937741782483149239,2,0,0.00016582993361157934,0.0,0.0
http://twitter.com/wenawen0/statuses/1934904099826253840,57,0,0.00016562238326399962,0.0,0.0
http://twitter.com/bonifacemwangi/statuses/1932052952249688237,45,0,0.00016413048810915142,0.0,0.00101010101010101
http://twitter.com/its_bahaa/statuses/1942092909580304432,50,0,0.000163840383836852,0.0,0.0
http://twitter.com/kipngetichmanu3/statuses/1933177429989941671,51,0,0.00016378116873321037,0.0,0.0
http://twitter.com/kimuzi_/statuses/1937856549226971592,52,0,0.00016368118024093494,0.0,0.0
http://twitter.com/bevalynekwambo3/statuses/1938068149414588589,70,0,0.00016365231532690646,0.0,0.00041407867494824016
http://twitter.com/__spence_r/statuses/1937860183843115082,58,0,0.00016351881263470633,0.0,0.0
49,6,0,0.00016342121037014914,0.0,0.0
http://twitter.com/shad_khalif/statuses/1937861743893508352,61,0,0.00016248178521788316,0.0,0.0
amerix,54,0,0.00016172420607215597,0.0,0.0
http://twitter.com/dukeofsavannah/statuses/1959636019177005168,49,0,0.00016135499376224098,0.0,0.0
http://twitter.com/kuwamocho_/statuses/1937740817445298279,44,0,0.00016069188106773336,0.0,0.0
http://twitter.com/willieoeba/statuses/1935365548046729542,52,0,0.00015855228041608454,0.0,0.003770739064856712
mrjameske,62,4,0.00015645506013223326,1.6336627114832598e-05,0.031235431235431235
denzelistiredd,53,0,0.00015548551985620666,0.0,0.0
gitz__,63,9,0.00015517033735661234,0.00010026852917443814,0.03188405797101449
teti_sulu,60,0,0.00015467921765691058,0.0,0.0
http://twitter.com/teti_sulu/statuses/1937755171661951270,60,0,0.00015467921765691058,0.0,0.0
http://twitter.com/kajujezz/statuses/1937955654532014314,52,0,0.00015448451820873578,0.0,0.0
kajujezz,52,0,0.00015448451820873578,0.0,0.0
http://twitter.com/ablatinc/statuses/1958939545149587650,46,0,0.00015446898968758313,0.0,0.0
ablatinc,46,0,0.00015446898968758313,0.0,0.0
rheen_ruby,59,0,0.0001542681593682166,0.0,0.0
http://twitter.com/kimuzi_/statuses/1934142164239274356,51,0,0.00015414601424548654,0.0,0.0
mariakemmy,76,7,0.00015374104000069236,9.259626704763416e-07,0.02654320987654321
msnyaguthii,55,22,0.00015356028046755493,0.0,0.03793691389599318
http://twitter.com/nyandia_g/statuses/1937897398086283417,60,0,0.0001531670038281141,0.0,0.0
http://twitter.com/mukiri_ndegwa/statuses/1939374382763438176,46,0,0.0001529571536758522,0.0,0.0
mukiri_ndegwa,46,0,0.0001529571536758522,0.0,0.0
http://twitter.com/sc0fy_/statuses/1937805335496171605,60,0,0.00015134004943228723,0.0,0.0011299435028248588
sc0fy_,60,0,0.00015134004943228723,0.0,0.0011299435028248588
